"id","code","name","user_type_id:id","reconcile","chart_template_id:id"
"a_x_122_01_006","122.01.006","PIUTANG USAHA PT BPD KALTIM","l10n_id_mpn_chart.data_account_type_piutang_usaha",TRUE,"l10n_id_mpn_chart"
"a_x_122_01_007","122.01.007","PIUTANG USAHA PT BPR KARYAJATNIKA SADAYA","l10n_id_mpn_chart.data_account_type_piutang_usaha",TRUE,"l10n_id_mpn_chart"
"a_x_122_01_008","122.01.008","PIUTANG USAHA PT FORTRESS DATA SERVICES","l10n_id_mpn_chart.data_account_type_piutang_usaha",TRUE,"l10n_id_mpn_chart"
"a_x_122_01_009","122.01.009","PIUTANG USAHA PT MANDIRI TASPEN","l10n_id_mpn_chart.data_account_type_piutang_usaha",TRUE,"l10n_id_mpn_chart"
"a_x_122_01_010","122.01.010","PIUTANG USAHA PT MNC LIFE ASSURANCE","l10n_id_mpn_chart.data_account_type_piutang_usaha",TRUE,"l10n_id_mpn_chart"
"a_x_122_01_011","122.01.011","PIUTANG USAHA PT SARANA PACTINDO","l10n_id_mpn_chart.data_account_type_piutang_usaha",TRUE,"l10n_id_mpn_chart"
"a_x_122_01_012","122.01.012","PIUTANG USAHA PT SIGMA CIPTA CARAKA","l10n_id_mpn_chart.data_account_type_piutang_usaha",TRUE,"l10n_id_mpn_chart"
"a_x_122_01_013","122.01.013","PIUTANG USAHA PT SISNET MITRA SEJAHTERA","l10n_id_mpn_chart.data_account_type_piutang_usaha",TRUE,"l10n_id_mpn_chart"
"a_x_122_01_014","122.01.014","PIUTANG USAHA PT SMARTWEB INDONESIA KREASI","l10n_id_mpn_chart.data_account_type_piutang_usaha",TRUE,"l10n_id_mpn_chart"
"a_x_122_01_015","122.01.015","PIUTANG USAHA PT TRAVES MITRA TEKNOLOGI","l10n_id_mpn_chart.data_account_type_piutang_usaha",TRUE,"l10n_id_mpn_chart"
"a_x_122_01_016","122.01.016","PIUTANG USAHA PT BCAS","l10n_id_mpn_chart.data_account_type_piutang_usaha",TRUE,"l10n_id_mpn_chart"
"a_x_122_01_017","122.01.017","PIUTANG USAHA PT INDOPORTAL","l10n_id_mpn_chart.data_account_type_piutang_usaha",TRUE,"l10n_id_mpn_chart"
"a_x_122_01_018","122.01.018","PIUTANG USAHA PT ACS","l10n_id_mpn_chart.data_account_type_piutang_usaha",TRUE,"l10n_id_mpn_chart"
"a_x_122_01_019","122.01.019","PIUTANG USAHA PT. BANK CCBI","l10n_id_mpn_chart.data_account_type_piutang_usaha",TRUE,"l10n_id_mpn_chart"
"a_x_122_01_020","122.01.020","PIUTANG USAHA PT. SARANA DIGITAL RITEL","l10n_id_mpn_chart.data_account_type_piutang_usaha",TRUE,"l10n_id_mpn_chart"
"a_x_122_01_021","122.01.021","PIUTANG USAHA PT. BPR SUPRA","l10n_id_mpn_chart.data_account_type_piutang_usaha",TRUE,"l10n_id_mpn_chart"
"a_x_122_01_022","122.01.022","PIUTANG USAHA PT. BANK WOORI SAUDARA","l10n_id_mpn_chart.data_account_type_piutang_usaha",TRUE,"l10n_id_mpn_chart"
"a_x_122_01_023","122.01.023","PIUTANG USAHA PT. BANK JATIM","l10n_id_mpn_chart.data_account_type_piutang_usaha",TRUE,"l10n_id_mpn_chart"
"a_x_122_01_024","122.01.024","PIUTANG USAHA PT. SURYAPUTRA ADIPRADANA","l10n_id_mpn_chart.data_account_type_piutang_usaha",TRUE,"l10n_id_mpn_chart"
"a_x_129_99_999","129.99.999","PIUTANG LAIN","l10n_id_mpn_chart.data_account_type_piutang_usaha",TRUE,"l10n_id_mpn_chart"
"a_x_131_01_001","131.01.001","PERSEDIAAN EDC","l10n_id_mpn_chart.data_account_type_persediaan",FALSE,"l10n_id_mpn_chart"
"a_x_131_02_001","131.02.001","PERSEDIAAN MPOS","l10n_id_mpn_chart.data_account_type_persediaan",FALSE,"l10n_id_mpn_chart"
"a_x_131_03_001","131.03.001","PERSEDIAAN TMD","l10n_id_mpn_chart.data_account_type_persediaan",FALSE,"l10n_id_mpn_chart"
"a_x_141_01_003","141.01.003","PPH 23 DIBAYAR DIMUKA","l10n_id_mpn_chart.data_account_type_pajak_dibayar_dimuka",FALSE,"l10n_id_mpn_chart"
"a_x_141_01_005","141.01.005","PPH 25 DIBAYAR DIMUKA","l10n_id_mpn_chart.data_account_type_pajak_dibayar_dimuka",FALSE,"l10n_id_mpn_chart"
"a_x_141_02_001","141.02.001","PPN MASUKAN","l10n_id_mpn_chart.data_account_type_pajak_dibayar_dimuka",FALSE,"l10n_id_mpn_chart"
"a_x_151_01_001","151.01.001","UANG MUKA EDC","l10n_id_mpn_chart.data_account_type_uang_muka_pembelian",FALSE,"l10n_id_mpn_chart"
"a_x_151_02_001","151.02.001","UANG MUKA APLIKASI SOFTWARE","l10n_id_mpn_chart.data_account_type_uang_muka_pembelian",FALSE,"l10n_id_mpn_chart"
"a_x_151_03_001","151.03.001","UANG MUKA PERALATAN","l10n_id_mpn_chart.data_account_type_uang_muka_pembelian",FALSE,"l10n_id_mpn_chart"
"a_x_151_04_001","151.04.001","UANG MUKA RENOVASI GEDUNG","l10n_id_mpn_chart.data_account_type_uang_muka_pembelian",FALSE,"l10n_id_mpn_chart"
"a_x_151_05_001","151.05.001","UANG MUKA NSICCS","l10n_id_mpn_chart.data_account_type_uang_muka_pembelian",FALSE,"l10n_id_mpn_chart"
"a_x_161_01_001","161.01.001","BIAYA DIBAYAR DIMUKA","l10n_id_mpn_chart.data_account_type_biaya_dibayar_dimuka",FALSE,"l10n_id_mpn_chart"
"a_x_161_01_002","161.01.002","BIAYA DIBAYAR DIMUKA MANULIFE","l10n_id_mpn_chart.data_account_type_biaya_dibayar_dimuka",FALSE,"l10n_id_mpn_chart"
"a_x_161_01_003","161.01.003","BIAYA DIBAYAR DIMUKA THR","l10n_id_mpn_chart.data_account_type_biaya_dibayar_dimuka",FALSE,"l10n_id_mpn_chart"
"a_x_161_99_001","161.99.001","BIAYA DIBAYAR DIMUKA LAINNYA","l10n_id_mpn_chart.data_account_type_biaya_dibayar_dimuka",FALSE,"l10n_id_mpn_chart"
"a_x_201_01_001","201.01.001","KOMPUTER DAN SERVER","l10n_id_mpn_chart.data_account_type_aset_tetap",FALSE,"l10n_id_mpn_chart"
